86.470496|72*0|
88.058730||72*0
88.235200|69*0|
89.029317||69*0
89.117552|67*0|
89.514610||67*0
89.558728|69*0|
89.955786||69*0
89.999904|72*0|
90.794021||72*0
90.882256|69*0|
91.279314||69*0
91.323432|67*0|
91.720490||67*0
91.764608|67*0|
92.161666||67*0
92.205784|65*0|
94.588134||65*0
95.183722|62*0|
95.238869|65*0|
95.294016|70*0|
95.977839||62*0
96.032986||65*0
96.088133||70*0
96.176368|65*0-70*0|
96.970485|70*0|65*0
97.058720|64*0-67*0-72*0|
97.852837|67*0-72*0|64*0
97.941072|65*0|
98.338130||65*0
98.382248|67*0|
98.779306||67*0
98.823424|69*0|
99.617541||69*0
99.705776|69*0|
100.102834||69*0
100.146952|72*0|
100.544010||72*0
100.588128|74*0|
101.382245||74*0
101.470480|74*0|
101.867538||74*0
101.911656|81*0|
102.308714||81*0
102.352832|79*0|
102.749890||79*0
102.794008|77*0|
103.191066||77*0
103.235184|77*0|
103.632242||77*0
103.676360|74*0|
104.073418||74*0
104.117536|72*0|
105.705770||72*0
105.882240|74*0|
106.279298||74*0
106.323416|72*0|
106.720474||72*0
106.764592|69*0|
107.161650||69*0
107.205768|67*0|
107.602826||67*0
107.646944|65*0|
108.441061||65*0
108.529296|62*0|
108.926354||62*0
108.970472|65*0|
109.367530||65*0
109.411648|67*0|
110.205765||67*0
110.294000|67*0|
110.691058||67*0
110.735176|65*0|
111.132234||65*0
111.176352|67*0|
111.970469||67*0
112.058704|65*0|
112.455762||65*0
112.499880|67*0|
112.896938||67*0
112.941056|69*0|
113.735173||69*0
113.823408|69*0|
114.220466||69*0
114.264584|72*0|
114.661642||72*0
114.705760|74*0|
115.499877||74*0
115.588112|74*0|
115.985170||74*0
116.029288|81*0|
116.426346||81*0
116.470464|79*0|
116.867522||79*0
116.911640|77*0|
117.308698||77*0
117.352816|77*0|
117.749874||77*0
117.793992|79*0|
118.191050||79*0
118.235168|77*0|
119.823402||77*0
119.999872|72*0|
120.793989||72*0
120.882224|72*0|
121.279282||72*0
121.323400|69*0|
121.720458||69*0
121.764576|76*0|
122.161634||76*0
122.205752|77*0|
122.602810||77*0
122.646928|65*0|
123.043986||65*0
123.088104|67*0|
123.485162||67*0
123.529280|69*0|
125.117514||69*0
125.293984|67*0|
126.882218||67*0
127.058688|65*0|
127.455746||65*0
127.499864|60*0|
127.896922||60*0
127.941040|65*0|
128.338098||65*0
128.382216|67*0|
128.779274||67*0
128.823392|69*0|
129.220450||69*0
129.264568|72*0|
129.661626||72*0
129.705744|74*0|
130.102802||74*0
130.146920|77*0|
130.543978||77*0
130.588096|79*0|
131.779271||79*0
131.911624|81*0|
132.308682||81*0
132.352800|77*0|
133.146917||77*0
133.235152|79*0|
134.514562||79*0
134.558680|72*0|
134.955738||72*0
134.999856|77*0|
135.396914||77*0
135.441032|79*0|
135.838090||79*0
135.882208|81*0|
136.279266||81*0
136.323384|84*0|
136.720442||84*0
136.764560|79*0|
137.161618||79*0
137.205736|81*0|
137.602794||81*0
137.646912|77*0|
140.823379||77*0
141.617496|60*0|
142.014554||60*0
142.058672|65*0|
142.455730||65*0
142.499848|67*0|
142.896906||67*0
142.941024|69*0|
143.338082||69*0
143.382200|72*0|
143.779258||72*0
143.823376|74*0|
144.220434||74*0
144.264552|77*0|
144.661610||77*0
144.705728|79*0|
145.896903||79*0
146.029256|81*0|
146.426314||81*0
146.470432|77*0|
147.264549||77*0
147.352784|79*0|
148.632194||79*0
148.676312|72*0|
149.073370||72*0
149.117488|77*0|
149.514546||77*0
149.558664|79*0|
149.955722||79*0
149.999840|81*0|
150.396898||81*0
150.441016|84*0|
150.838074||84*0
150.882192|79*0|
151.279250||79*0
151.323368|81*0|
151.720426||81*0
151.764544|77*0|
153.352778||77*0
153.529248|57*0|
153.926306||57*0
153.970424|60*0|
154.367482||60*0
154.411600|65*0|
154.808658||65*0
154.852776|69*0|
155.249834||69*0
155.293952|77*0-72*0|
